WORD,★,TYPE,😠,💩,🐸,🤡,👩🏼,🐷,👳🏽,✊🏻,☝🏽,?
nichiwa,4,NOUN,,,,,,,TRUE,,,FALSE
shitstain,3,NOUN,,TRUE,TRUE,FALSE,,,,,,FALSE
lebbo,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
nichi,3,NOUN,,,,,,,TRUE,,,FALSE
glazeddonut,1,NOUN,,,,,FALSE,TRUE,,,,FALSE
bug eater,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
cum-licker,3,NOUN,,TRUE,,,,TRUE,,,,FALSE
jizzim,1,NOUN,,,,,FALSE,TRUE,,,,FALSE
looser,2,NOUN,,,TRUE,,,,,,,FALSE
whop,2,NOUN,,,,,,FALSE,TRUE,,,FALSE
dole bludgers,4,NOUN,TRUE,,,,,,,,,FALSE
halfricans,4,NOUN,,,TRUE,,,,TRUE,,,FALSE
tit,2,NOUN,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
mangia cakes,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
flaming,1,VERB,TRUE,,,,,,,,,FALSE
shat,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sheister,4,NOUN,,,,,,,TRUE,,,FALSE
mammy,4,NOUN,,,,,TRUE,,TRUE,,,FALSE
knackers,4,NOUN,,,,,,,TRUE,,,FALSE
dykes,4,NOUN,,,,,TRUE,,,,,FALSE
titjob,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
zhyd,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
beat-off,1,NOUN,,,,,,TRUE,,,,FALSE
wanking,1,VERB,,,,,FALSE,TRUE,,,,FALSE
rearentry,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
buffies,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
egotist,2,NOUN,,,TRUE,,,,,,,FALSE
masterbate,1,VERB,,,,,,TRUE,,,,FALSE
bazooms,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
shitlist,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
snowback,2,NOUN,,,,,,,TRUE,,,FALSE
fuzzy wuzzies,2,NOUN,,,,,,,TRUE,,,FALSE
geni,1,NOUN,,,,,,TRUE,,,,FALSE
jockie,3,NOUN,,,,,,,TRUE,,,FALSE
lazy,2,ADJ,TRUE,,TRUE,,,,,,,FALSE
darky,4,NOUN,,,,,,,TRUE,,,FALSE
fuckbag,3,NOUN,,,,,,TRUE,,,,FALSE
butter,2,NOUN,,,,,TRUE,,FALSE,,,FALSE
wetspot,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
eggplant,2,NOUN,,,,,,,TRUE,,,TRUE
roundeye,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
junior mint,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
browny,2,NOUN,,,,,,,TRUE,,,FALSE
chee chee,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
fourtwenty,1,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hamas,0,NOUN,,,,,,,,TRUE,TRUE,FALSE
machosexual,2,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
datnigga,4,NOUN,,,,,,,TRUE,,,FALSE
skullfucker,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
white trash,4,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
intercourse,0,NOUN,,,,,,TRUE,,,,FALSE
snigger's,4,NOUN,,,,,,,TRUE,,,FALSE
europhile,1,ADJ,,,,,,,,TRUE,,FALSE
moulignon,4,NOUN,,,,,,,TRUE,,,FALSE
asslicker,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
scag,4,NOUN,,,,,TRUE,,,,,FALSE
pickinniny,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
whoah,0,INTJ,TRUE,,,,,,,,,FALSE
chocolate,0,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dirtbag,3,NOUN,TRUE,TRUE,,,TRUE,,,,,FALSE
gwat,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jerry,3,NOUN,,,,,,,TRUE,,,FALSE
doot,2,NOUN,,,,TRUE,TRUE,,,,,TRUE
groids,4,NOUN,,,,,,,TRUE,,,FALSE
niggaz,4,NOUN,,,,,,,TRUE,,,FALSE
bint,3,NOUN,,,,,TRUE,,,,,FALSE
👇👇👇👇,1,:),TRUE,,,,,,,,,FALSE
boner,1,NOUN,,,,,,TRUE,,,,FALSE
blackman,0,NOUN,,,,,,,TRUE,,,FALSE
spickaboo,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
assmonkey,2,NOUN,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mil bag,4,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hatzi,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
bungas,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jiga,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dirthead,2,NOUN,,,TRUE,,,,,,,FALSE
hindu,0,ADJ,,,,,,,TRUE,,,FALSE
tosser,2,NOUN,,,TRUE,,,TRUE,,,,FALSE
closet fags,4,NOUN,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
titties,1,NOUN,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE
carpetmuncher,3,NOUN,,,,,TRUE,TRUE,,,,FALSE
papooses,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
abo,4,NOUN,,,,,,,TRUE,,,FALSE
jigs,4,NOUN,,,,,,,TRUE,,,FALSE
yuck,2,INTJ,,TRUE,,,,,,,,FALSE
bog jumpers,2,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
ero,1,NOUN,,,,,,TRUE,,,,FALSE
kykes,4,NOUN,,,,,,,TRUE,,TRUE,FALSE
chavs,4,NOUN,,,TRUE,,,,TRUE,,,FALSE
sexualization,0,NOUN,,,,,TRUE,TRUE,,,,FALSE
af,1,ADV,,TRUE,,,,,,,,FALSE
dud,2,ADJ,TRUE,,,TRUE,,,,,,FALSE
nicca,4,NOUN,,,,,,,TRUE,,,FALSE
snout,2,NOUN,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cray,3,ADJ,,,,TRUE,,,,,,FALSE
sludge,1,NOUN,,TRUE,,,,,,,,FALSE
beatoff,2,VERB,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE
milf,2,NOUN,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cuntfucker,4,NOUN,,,,,TRUE,TRUE,,,,FALSE
chugs,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
slopies,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
prick,4,NOUN,,TRUE,TRUE,,,TRUE,,,,FALSE
shy,3,NOUN,,,,,,,TRUE,,,TRUE
frog,2,NOUN,,,TRUE,,,,TRUE,,,TRUE
kung,4,NOUN,,,,,,,TRUE,,,FALSE
blurt,1,NOUN,,,,TRUE,,TRUE,,,,TRUE
aunt mary,1,NOUN,,,,,,,TRUE,,,TRUE
buttface,2,NOUN,,,,,,TRUE,TRUE,,,FALSE
book books,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
backside,1,NOUN,,,,,,TRUE,,,,FALSE
pee,1,VERB,,TRUE,,,,,,,,FALSE
peehole,1,NOUN,,TRUE,,,,,,,,FALSE
crappy,2,ADJ,,TRUE,,,,,,,,FALSE
hos,4,NOUN,,,,,TRUE,TRUE,,,,FALSE
twit,4,NOUN,,,TRUE,TRUE,,,,,,FALSE
ejaculated,0,ADJ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
limy,1,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
nigglets,4,NOUN,,,,,,,TRUE,,,FALSE
bludger,1,NOUN,TRUE,,,,,,,,,FALSE
cocksmoker,2,NOUN,,,,,,TRUE,,,,FALSE
headass,2,NOUN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
welcher,2,NOUN,TRUE,,,,,,,,,FALSE
alligator bait,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
cuntlicker,3,NOUN,,,,,,TRUE,,,,FALSE
white nigger,4,NOUN,,,,,,,TRUE,,,FALSE
bean dipper,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
the goyim know,2,NOUN,,,,,,,,,TRUE,TRUE
goose,1,NOUN,,,TRUE,,,,,,,TRUE
hairy back,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
henlo,0,INTJ,TRUE,,,,,,,,,FALSE
😇,0,:),TRUE,,,,,,,,,FALSE
bunghole,1,NOUN,,,,,,TRUE,,,,FALSE
headfuck,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hypergamy,1,NOUN,TRUE,,,,TRUE,FALSE,,,,FALSE
ghetto monkeys,4,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jiggas,4,NOUN,,,,,,,TRUE,,,FALSE
bch,4,NOUN,,,,FALSE,TRUE,,,,,FALSE
fu,3,INTJ,,TRUE,,,,,,,,FALSE
nude,0,ADJ,,,,,,TRUE,,,,FALSE
fudgepackers,4,NOUN,,,,,TRUE,TRUE,,,,FALSE
gun burglars,4,NOUN,,,,,,,TRUE,,,FALSE
curry munchers,3,NOUN,,,,,,,TRUE,,,FALSE
fuc,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
skippies,1,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
latrinos,4,NOUN,,TRUE,,,,,TRUE,,,FALSE
rimjob,1,NOUN,,,,,,TRUE,,,,FALSE
becky,1,NOUN,,,,,TRUE,,,,,TRUE
donkey,3,NOUN,,,TRUE,TRUE,TRUE,,,,,FALSE
camel humper,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
gaylord,3,NOUN,,,,,TRUE,,,,,FALSE
slant eye,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
mams,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dinges,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
gawk,1,NOUN,,,,,,TRUE,,,,FALSE
gyps,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
roofucker,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
nips,4,NOUN,,,,,,,TRUE,,,FALSE
muks,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
tigers,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
pommies,4,NOUN,,,,,,,TRUE,,,FALSE
filipino,0,ADJ,,,,,,,TRUE,,,FALSE
auntfucker,3,NOUN,,,,,,TRUE,,,,FALSE
robber,1,NOUN,TRUE,,,,,,,,,FALSE
half breed,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
goof,3,NOUN,,,,TRUE,,,,,,TRUE
abbos,4,NOUN,,,,,,,TRUE,,,FALSE
oxygenthief,2,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
🔫,1,:),TRUE,,,,,,,,,FALSE
tuckahoe,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
nigger-knock,4,NOUN,,,,,,,TRUE,,,FALSE
fireball,1,NOUN,TRUE,,TRUE,,,,,,,FALSE
chili shitter,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
lunkhead,2,NOUN,,,,TRUE,,,,,,FALSE
tynker,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
slopes,4,NOUN,,,,,,,TRUE,,,FALSE
bean bandit,3,NOUN,,,,,,,TRUE,,,FALSE
cumqueen,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
whiny,2,ADJ,TRUE,,,FALSE,FALSE,,,,,FALSE
belly,2,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
buckras,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
flange,2,NOUN,,TRUE,,,,TRUE,,,,FALSE
roaster,4,NOUN,TRUE,,,,,,,,,FALSE
spook,4,NOUN,,,,,,,TRUE,,,FALSE
gualas,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
orgasim,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
somalis,0,NOUN,,,,,,,TRUE,,,FALSE
tub,2,NOUN,,,,,,,TRUE,,,FALSE
iblowu,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
turd,3,NOUN,FALSE,TRUE,,,,,,,,FALSE
deth,0,NOUN,TRUE,,,,,,,,,FALSE
wanker,3,NOUN,,TRUE,,,,TRUE,,,,FALSE
hotdamn,1,INTJ,TRUE,,,,,,,,,FALSE
kanaka,4,NOUN,,,,,,,TRUE,,,TRUE
pu55i,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
alligatorbait,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
nigor,4,NOUN,,,,,,,TRUE,,,FALSE
penis,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
lioness,1,NOUN,,,,,TRUE,,,,,TRUE
flesh,3,NOUN,,,TRUE,,TRUE,,FALSE,,,TRUE
ching chong,4,NOUN,,,,,,,TRUE,,,FALSE
japs,3,NOUN,,,,,,,,,TRUE,FALSE
nigerians,0,NOUN,FALSE,,,,,,TRUE,,,FALSE
boody,1,NOUN,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
twisted,2,ADJ,,,,TRUE,,,,,,FALSE
lies,0,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
trannie,4,NOUN,,,,,TRUE,,,,,FALSE
dipstick,2,NOUN,,,,TRUE,,,,,,FALSE
octaroon,3,NOUN,,,,,,,TRUE,,,FALSE
loverocket,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
fubar,2,ADJ,FALSE,TRUE,TRUE,,,,,,,FALSE
mfs,3,NOUN,,TRUE,,,,,,,,FALSE
zog lover,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
congoids,4,NOUN,,,,,,,TRUE,,,FALSE
snatch,4,NOUN,,,,,,TRUE,,,,TRUE
goloid,4,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
celestials,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
slutfucker,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
blubbergut,2,NOUN,,,,,,TRUE,,,,FALSE
fucknugget,3,NOUN,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
nood,1,ADJ,,,,,,TRUE,,,,FALSE
bondage,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
skinnie,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
warmongering,2,NOUN,TRUE,,TRUE,,,,,,,FALSE
shark,0,NOUN,,,TRUE,,,,,,,TRUE
tarded,4,ADJ,TRUE,,TRUE,,,,,,,FALSE
bog trotter,2,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
gooks,4,NOUN,,,,,,,TRUE,,,FALSE
bhrempti,1,NOUN,,,,,,,TRUE,,,FALSE
niggerette,4,NOUN,,,,,,,TRUE,,,FALSE
doofus,3,NOUN,,,,TRUE,,,,,,FALSE
gender benders,2,NOUN,,,,,TRUE,,,,,FALSE
barfface,2,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
incest,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bum-fucker,3,NOUN,,,,,,TRUE,,,,FALSE
hayseeds,3,NOUN,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
porch monkey,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
baal,2,NOUN,,TRUE,,,,,,,,FALSE
56%er,4,NOUN,,,,,,,TRUE,,,FALSE
amerikkkan,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jim fish,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
skip,2,NOUN,,,,,,,TRUE,,,FALSE
jungle bunny,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
gingers,1,NOUN,,,,,,,TRUE,,,FALSE
hiv,0,NOUN,,,,,,TRUE,,,,FALSE
robot,1,NOUN,,,TRUE,,,,,,,FALSE
cumshot,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dog eaters,4,NOUN,,,,,,,TRUE,,,FALSE
smack,1,NOUN,TRUE,,,,,TRUE,,,,TRUE
gaf,3,ADJ,,,,,TRUE,,,,,TRUE
slanteye,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
japies,4,NOUN,,,,,,,TRUE,,,FALSE
african catfishes,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
balllicker,2,NOUN,,,,,,TRUE,,,,FALSE
palefaces,2,NOUN,,,,,,,TRUE,,,FALSE
spides,3,NOUN,TRUE,,,,,,TRUE,,,FALSE
brutus,1,NOUN,TRUE,,TRUE,,,,,,,FALSE
hooray henriettas,1,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
smick,1,NOUN,,,,,,,TRUE,,,FALSE
ohr,1,NOUN,,,TRUE,,,,,,,FALSE
gummer,1,NOUN,FALSE,,,,,TRUE,,,,FALSE
🐸‍,1,:),TRUE,,,,,,,TRUE,,TRUE
fem,2,NOUN,,,,,TRUE,,,,,FALSE
badgerfucker,3,NOUN,,,,,,TRUE,,,,FALSE
thieve,1,NOUN,TRUE,,,,,,,,,FALSE
butchdike,4,NOUN,,,,,TRUE,TRUE,,,,FALSE
filthypinos,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
regional,0,ADJ,,,,,,,,TRUE,,FALSE
trisexual,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
kissass,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
butthead,3,NOUN,,,TRUE,,,TRUE,,,,FALSE
babe,1,NOUN,,,,,TRUE,,,,,FALSE
hunkie,3,NOUN,,,,,,,TRUE,,,FALSE
camel fuckers,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,FALSE
border bandits,3,NOUN,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE
snigger,4,VERB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
pommy,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
heinie,3,NOUN,,,,,,,TRUE,,,FALSE
bugger,3,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bell-end,2,NOUN,TRUE,,,,,,,,,FALSE
wetback,4,NOUN,,,,,,,TRUE,,,FALSE
boujee,2,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lemonhead,3,NOUN,,,,,,,TRUE,,,FALSE
pussylicker,2,NOUN,,,,,,TRUE,,,,FALSE
plop,1,NOUN,,TRUE,,,,,,,,FALSE
finger fucked,2,ADJ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
gerudo,4,NOUN,,,,,,,,,TRUE,FALSE
fellatio,0,NOUN,,,,,,TRUE,,,,FALSE
molester,2,NOUN,TRUE,,TRUE,,,TRUE,,,,FALSE
nigra,4,NOUN,,,,,,,TRUE,,,FALSE
dribble,1,VERB,,,,,,TRUE,,,,FALSE
asswipe,4,NOUN,TRUE,TRUE,,FALSE,,,,,,FALSE
gables,3,NOUN,,,,,,,TRUE,,,TRUE
niggards,4,NOUN,,,,,,,TRUE,,,FALSE
slants,4,NOUN,,,,,,,TRUE,,,FALSE
drunkard,2,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
aunt jemimas,1,NOUN,,,,,,,TRUE,,,TRUE
brown invaders,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
spiclet,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
mfer,3,NOUN,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
burrheads,4,NOUN,,,,,,,TRUE,,,FALSE
madrasi,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
sand niglet,4,NOUN,,,,,,,TRUE,,,FALSE
breastman,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
titfuck,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
tincker,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
gashes,2,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
stooge,2,NOUN,,,FALSE,TRUE,,,,,,FALSE
dinosaur,2,NOUN,,,,,TRUE,TRUE,,,,TRUE
iky,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
boobs,2,NOUN,,,,,TRUE,TRUE,,,,FALSE
😕,0,:),TRUE,,,,,,,,,FALSE
fistfuck,2,NOUN,,,,,,TRUE,,,,FALSE
steeks,4,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
piccaninnies,4,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
wexican,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
perjury,1,NOUN,TRUE,,,,,,,,,FALSE
a-bîng,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
assassinate,1,VERB,TRUE,,,,,,,,,FALSE
manpaste,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
caveman,3,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
carrot snappers,3,NOUN,,,,,,,,,TRUE,FALSE
lefties,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
gatorbait,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE
douchebag,3,NOUN,,,TRUE,TRUE,,,,,,FALSE
dahmer,2,NOUN,TRUE,,TRUE,,,TRUE,,,,FALSE
scuzzbag,2,NOUN,TRUE,,,TRUE,,,,,,FALSE
cuntfart,3,NOUN,FALSE,TRUE,,,,TRUE,,,,FALSE
shitdick,3,NOUN,,TRUE,,,,TRUE,,,,FALSE
hoes,4,NOUN,,,,,TRUE,TRUE,,,,FALSE
stump jumpers,3,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
malaysian,0,ADJ,,,,,,,TRUE,,,FALSE
byatch,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hunyock,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ars,2,NOUN,TRUE,TRUE,,,,,,,,FALSE
japland,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
