WORD,★,TYPE,😠,💩,🐸,🤡,👩🏼,🐷,👳🏽,✊🏻,☝🏽,?
aunt sally,1,NOUN,,,,,,,TRUE,,,TRUE
stinky,2,ADJ,,,TRUE,,,,,,,FALSE
nigar,4,NOUN,,,,,,,TRUE,,,FALSE
hominid,1,NOUN,,,TRUE,,,,,,,FALSE
wop,4,NOUN,,,,,,,TRUE,,,FALSE
velcro heads,4,NOUN,,,,,,,TRUE,,,FALSE
senga,1,NOUN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
fish,1,NOUN,,,,,TRUE,,,,,FALSE
mussies,3,NOUN,,,,,,,TRUE,,,FALSE
gew,4,NOUN,,,,,,,TRUE,,TRUE,FALSE
krauts,4,NOUN,,,,,,,TRUE,,,FALSE
limeys,2,NOUN,,,,,,,TRUE,,,FALSE
canigglet,4,NOUN,,,,,,,TRUE,,,FALSE
gooseberry,2,NOUN,,,TRUE,,,,,,,FALSE
buddy,1,NOUN,,,TRUE,TRUE,,,,,,FALSE
ling lings,4,NOUN,,,,,,,TRUE,,,FALSE
nigga,4,NOUN,,,,,,,TRUE,,,FALSE
subhuman,4,NOUN,TRUE,,TRUE,,,,,,,FALSE
hore,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cheater,2,NOUN,,,TRUE,,,,,,,FALSE
shiner,4,NOUN,,,,,,,TRUE,,,TRUE
pi55,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
injun,4,NOUN,,,,,,,TRUE,,,FALSE
blue gum,2,NOUN,,,,,,,TRUE,,,FALSE
fuckoff,3,INTJ,,TRUE,,,,TRUE,,,,FALSE
degette,2,NOUN,,,,,TRUE,,TRUE,,,FALSE
niggard's,4,NOUN,,,,,,,TRUE,,,FALSE
swine,3,NOUN,,TRUE,TRUE,,,,TRUE,,,FALSE
leprechauns,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
puddboy,1,NOUN,,,,,,TRUE,,,,FALSE
executioner,1,NOUN,TRUE,,,,,,,,,FALSE
shithapens,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
🜨,1,:),,,,,,,,TRUE,,FALSE
cocksucer,4,NOUN,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
redskin,4,NOUN,,,,,,,TRUE,,,FALSE
creme,1,NOUN,,,,,,TRUE,,,,FALSE
sodomise,0,NOUN,,,,,,TRUE,,,,FALSE
bi-sexual,0,ADJ,,,,,TRUE,FALSE,,,,FALSE
seppos,3,NOUN,,,,,,,TRUE,,,FALSE
hun,3,NOUN,,,,,,,TRUE,,TRUE,TRUE
guala guala,3,NOUN,,,,,,,TRUE,,,FALSE
failed,1,ADJ,TRUE,,,,,,,,,FALSE
tynkare,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
hooknosed,3,ADJ,,,,,,,TRUE,,TRUE,FALSE
niggar,4,NOUN,,,,,,,TRUE,,,FALSE
beaners,4,NOUN,,,,,,,TRUE,,,FALSE
deminiggers,4,NOUN,,,,,,,TRUE,,,FALSE
megafaggot,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
krap,2,NOUN,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sheeeeit,2,INTJ,,TRUE,,,,,,,,FALSE
macaca,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
papishers,4,NOUN,,,,,,,,,TRUE,FALSE
mud person,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
wopspeak,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jizzum,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
neds,4,NOUN,TRUE,,TRUE,,,,,,,FALSE
dagowops,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
battymen,3,NOUN,,,,,TRUE,,,,,FALSE
insest,1,NOUN,TRUE,,,,,TRUE,,,,FALSE
dicklick,2,NOUN,TRUE,,,,,TRUE,,,,FALSE
spiggotties,4,NOUN,,,,,,,TRUE,,,FALSE
sideways cooter,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
sheeiit,2,INTJ,,TRUE,,,,,,,,FALSE
bumblebees,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
erection,0,NOUN,,,,,,TRUE,,,,FALSE
perve,2,NOUN,,,,,,TRUE,,,,FALSE
grouch,3,NOUN,,,TRUE,,,,,,,FALSE
tyncar,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
easyslut,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
black invaders,4,NOUN,,,,,,,TRUE,TRUE,,FALSE
ping pangs,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
fingerfuckers,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
hijacker,2,NOUN,,,TRUE,,,,,,,FALSE
shitbucket,2,NOUN,,TRUE,FALSE,,,,,,,FALSE
neckbeard,3,NOUN,,,TRUE,,,,TRUE,,,FALSE
shitola,2,INTJ,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
drunk,0,ADJ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sycophant,2,NOUN,TRUE,,,,,,,,,FALSE
banana benders,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
raper,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
conmerchant,2,NOUN,TRUE,,,,,,,,,FALSE
skeets,2,NOUN,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
phuq,2,VERB,,TRUE,,,,TRUE,,,,FALSE
chiggers,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ghosts,4,NOUN,,,,,,,TRUE,,,TRUE
slutwear,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
stupidfucker,3,NOUN,,,,TRUE,,TRUE,,,,FALSE
bulldyke,4,NOUN,,,,,TRUE,,,,,FALSE
lithuanian,0,ADJ,,,,,,,TRUE,,,FALSE
gingette,1,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
shawty pimp,1,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
jism,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
tinkars,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
breastjob,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
half bred,4,NOUN,,,,,,,TRUE,,,FALSE
pintos,3,NOUN,,,,,,,TRUE,,,TRUE
obese,1,ADJ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jits,2,NOUN,TRUE,,,,,,,,,FALSE
goddamned,2,ADJ,TRUE,,,,,,,,TRUE,FALSE
camel jackers,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
camel jockeys,3,NOUN,,,,,,,TRUE,,,FALSE
bengalis,0,ADJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
mickeys,1,NOUN,,,,,,,TRUE,,,TRUE
horse'sass,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hoosiers,4,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
slopy,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
megabitch,4,NOUN,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sheltas,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
cracker,4,NOUN,,,,,,,TRUE,,,FALSE
cowboy killer,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
arsit,2,NOUN,,TRUE,,,,,,,,FALSE
handjob,1,NOUN,,,,,,TRUE,,,,FALSE
dogfucker,3,NOUN,,,,,,TRUE,,,,FALSE
bagofdicks,3,NOUN,,,TRUE,,,,,,,FALSE
shitface,4,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
triplex,1,NOUN,,,,,,TRUE,,,,FALSE
banana landers,1,NOUN,,,,,,,TRUE,,,FALSE
muncher,4,NOUN,,,,,TRUE,,,,,FALSE
fruit,2,NOUN,,,,,TRUE,,,,,TRUE
sonofawhore,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
filipina,0,NOUN,,,,,,,TRUE,,,FALSE
bigbutt,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
niggerhead,4,NOUN,,FALSE,,,,,TRUE,,,FALSE
rocker,0,NOUN,TRUE,,,,,,,,,FALSE
bihari,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
horse,0,NOUN,,,TRUE,,,,,,,FALSE
pussie,4,ADJ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
koon,3,NOUN,,,,,,TRUE,TRUE,,,FALSE
peckerwoods,3,NOUN,,,,,,,TRUE,,,FALSE
wiggers,4,NOUN,TRUE,,,,,,TRUE,,,FALSE
trollface,1,NOUN,TRUE,,,,,,,,,FALSE
hussy,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cockrider,2,NOUN,,,,,,TRUE,,,,FALSE
pohms,3,NOUN,,,,,,,TRUE,,,FALSE
geebag,3,NOUN,,,TRUE,,,TRUE,,,,FALSE
fibber,1,NOUN,TRUE,,,,,,,,,FALSE
fiend,2,NOUN,,,TRUE,,,,,,,FALSE
skull,0,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
yids,3,NOUN,,,,,,,TRUE,,,FALSE
ice niggers,4,NOUN,,,,,,,TRUE,,,FALSE
prophet,0,NOUN,,,,,,,,,TRUE,FALSE
cave nigger,4,NOUN,,,,,,,TRUE,,,FALSE
mongol,4,NOUN,,,,TRUE,,,,,,TRUE
suckmydick,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
niger,4,NOUN,,,,,,,TRUE,,,FALSE
spicish,4,ADJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
bitchface,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE
genocidal,1,ADJ,TRUE,,,,,,TRUE,FALSE,,FALSE
spicspeak,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
guidette,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
dagette,3,NOUN,,,,,,,TRUE,,,FALSE
sheepfucker,4,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
mtns,3,NOUN,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
mgger,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
pigfucker,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
muzzlepig,3,NOUN,,,,,,,TRUE,,TRUE,FALSE
jihadi-american,1,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
barelylegal,1,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
munter,4,NOUN,,,,,,,TRUE,,,FALSE
spiggers,4,NOUN,,,,,,,TRUE,,,FALSE
gurrier,4,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lawn jockeys,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
jew-fucker,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
blaggard,4,NOUN,,,,,,,TRUE,,,FALSE
closet dykes,4,NOUN,,,,,TRUE,,,,,FALSE
gimpy,4,ADJ,TRUE,,,TRUE,,,,,,FALSE
dune nigger,4,NOUN,,,,,,,TRUE,,,FALSE
honyaks,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
assranger,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
squatemalan,4,NOUN,,,,,,,TRUE,,,FALSE
fistfucking,2,NOUN,,,,,,TRUE,,,,FALSE
paddy,4,NOUN,,,,,,,TRUE,,,FALSE
moohamad,0,NOUN,FALSE,,,,,,TRUE,,,FALSE
grumpy,0,ADJ,TRUE,,,,,,,,,FALSE
sloane ranger,1,NOUN,TRUE,,,,,,,,,FALSE
mooks,2,NOUN,TRUE,,,,,,,,,FALSE
vatican,0,NOUN,,,,,,,,,TRUE,FALSE
assclown,3,NOUN,,,,TRUE,,,,,,FALSE
quadroons,4,NOUN,,,,,,,TRUE,,,FALSE
faggoty,4,ADJ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kumbubble,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
nigre,4,NOUN,,,,,,,TRUE,,,FALSE
picaninnys,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
biatch,3,NOUN,FALSE,,,,TRUE,,,,,FALSE
bearded,1,ADJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
bush bandit,1,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
shysters,4,NOUN,TRUE,,,,,,FALSE,,,FALSE
snownigger,4,NOUN,,,,,,,TRUE,,,FALSE
lovebone,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
yanks,3,NOUN,,,,,,,TRUE,,,FALSE
nig,4,NOUN,,,,,,,TRUE,,,FALSE
athletesfoot,0,NOUN,TRUE,FALSE,,,,,,,,FALSE
kikesberg,4,NOUN,,,,,,,,,TRUE,FALSE
geez,1,NOUN,,TRUE,,,,,,,TRUE,FALSE
hooters,1,NOUN,,,,,TRUE,TRUE,,,,TRUE
niggur,4,NOUN,,,,,,,TRUE,,,FALSE
oven dodgers,4,NOUN,,,,,,,TRUE,,TRUE,FALSE
heebs,3,NOUN,,,,,,,,,TRUE,FALSE
niggahs,4,NOUN,,,,,,,TRUE,,,FALSE
niggertown,4,NOUN,,,,,,,TRUE,,,FALSE
asskisser,3,NOUN,TRUE,,,,,TRUE,,,,FALSE
lovegoo,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
pooper,2,NOUN,,TRUE,,,,,,,,FALSE
shitbag,3,NOUN,,TRUE,,,,,,,,FALSE
envirotard,3,NOUN,,,FALSE,TRUE,,,,TRUE,,FALSE
pikers,3,NOUN,,,,,,,TRUE,,,TRUE
vampire,1,NOUN,,,TRUE,,,,,,,FALSE
skags,3,NOUN,,,,,TRUE,TRUE,,,,TRUE
darkie,4,NOUN,,,,,,,TRUE,,,FALSE
whitenigger,4,NOUN,,,,,,,TRUE,,,FALSE
femininity,0,NOUN,,,,,TRUE,,,,,FALSE
skunk,1,NOUN,TRUE,,,,,,,,,TRUE
filthypinoes,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
niggerhole,4,NOUN,,,,,,,TRUE,,,FALSE
seminiggers,4,NOUN,,,,,,,TRUE,,,FALSE
teste,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bumchum,2,NOUN,,,,,TRUE,,,,,FALSE
shylock,3,NOUN,,,,,,,TRUE,,TRUE,FALSE
papists,4,NOUN,,,,,,,,,TRUE,FALSE
sextoys,0,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
countrybumpkin,2,NOUN,TRUE,,,,,,,,,FALSE
zigabo,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
scanger,3,NOUN,TRUE,,,,,,,,,FALSE
begone,2,VERB,,,TRUE,,,,,,,FALSE
fatah,1,NOUN,TRUE,,,,,,,,,FALSE
offender,1,NOUN,TRUE,,,,,,,,,FALSE
div,3,NOUN,,,,TRUE,,,,,,FALSE
allah,0,NOUN,,,,,,,FALSE,,TRUE,FALSE
azz,2,NOUN,,TRUE,,,,TRUE,,,,FALSE
teenage,0,NOUN,,,,,,,TRUE,,,FALSE
gippos,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
lezz,2,NOUN,,,,,TRUE,TRUE,,,,FALSE
nappyhead,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
tynekere,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
batty boy,3,NOUN,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
fuckfreak,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
fuckinnuts,2,ADJ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
boonie,3,NOUN,,,,,,,TRUE,,,FALSE
degos,2,NOUN,,,,,,,TRUE,,,FALSE
slutty,3,ADJ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
border hopper,3,NOUN,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE
dinklady,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
guinea,4,NOUN,,,,,,,TRUE,,,FALSE
hoodrats,4,NOUN,,,,,TRUE,TRUE,TRUE,,,FALSE
curry slurper,4,NOUN,,,,,,,TRUE,,,FALSE
gyppies,3,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
cocoa puff,3,NOUN,,,,,,,TRUE,,,TRUE
threesome,0,NOUN,,FALSE,,,,TRUE,,,,FALSE
ubangi,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
tongethruster,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
chinky,4,ADJ,,,,,,,TRUE,,,FALSE
cumbubble,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
jigro,4,NOUN,,,,,,,TRUE,,,FALSE
kink,1,NOUN,,,,,,TRUE,,,,FALSE
jigg,4,NOUN,,,,,,,TRUE,,,FALSE
gas huffer,3,NOUN,,,,,,,TRUE,,,FALSE
conchudas,4,NOUN,,,,,TRUE,,,,,FALSE
fuckboy,3,NOUN,,,,,TRUE,TRUE,,,,FALSE
buk buk,2,NOUN,,,,,,,TRUE,,,FALSE
footfucker,2,NOUN,,,,,,TRUE,,,,FALSE
oreo,4,NOUN,,,,,,,TRUE,,,TRUE
jiggaboos,4,NOUN,,,,,,,TRUE,,,FALSE
spice niggers,4,NOUN,,,,,,,TRUE,,,FALSE
taffy,3,NOUN,,,,,,,TRUE,,,TRUE
chopped,0,ADJ,TRUE,,,,,,,,,FALSE
whoreson,4,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lowlander,3,NOUN,,,,,,,TRUE,,,FALSE
moors,3,NOUN,,,,,,,TRUE,,,TRUE
vomit,2,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mokes,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
amateur,2,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
mochs,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
slags,4,NOUN,,,,,TRUE,TRUE,,,,FALSE
clogwog,2,NOUN,,,,,,,TRUE,,,FALSE
coonadian,4,NOUN,,,,,,,TRUE,,,FALSE
dickbreath,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
buttman,2,NOUN,,,,,TRUE,,,,,FALSE
jhant,1,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
weirdos,2,NOUN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dun,1,NOUN,TRUE,,,TRUE,,,,,,FALSE
whorientals,4,NOUN,,,,,TRUE,,TRUE,,,FALSE
charly,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
lubra,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
sexwhore,4,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
higger,4,NOUN,,FALSE,,,,,TRUE,,,FALSE
zippohead,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
spiks,4,NOUN,,,,,,,TRUE,,,FALSE
pointy head,3,NOUN,,,,,,,TRUE,,,FALSE
saprophyte,1,ADJ,,,TRUE,,,,,,,FALSE
pissin,2,VERB,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
farting,0,VERB,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hebro,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
fink,2,NOUN,TRUE,,TRUE,,,,,,,FALSE
crotchrot,3,NOUN,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
net heads,3,NOUN,,,,,,,TRUE,,,FALSE
neche,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
splittail,3,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
zipperhead,4,NOUN,,,,,,,TRUE,,,FALSE
russellite,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
border bunnies,3,NOUN,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,FALSE
interracial,1,ADJ,,,,,,,TRUE,,,FALSE
azns,1,NOUN,,,,,,,TRUE,,,FALSE
clit,2,NOUN,,,,,TRUE,TRUE,,,,FALSE
pussyfucker,3,NOUN,,,,,,TRUE,,,,FALSE
twobitwhore,3,NOUN,,,TRUE,,,TRUE,,,,FALSE
hymies,3,NOUN,,,,,,,,,TRUE,FALSE
bootlip,4,NOUN,,,,,,,TRUE,,,FALSE
servant,1,NOUN,FALSE,,TRUE,,,,,,,FALSE
mossheads,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
samckdaddy,1,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
phonesex,0,NOUN,,,,,,TRUE,,,,FALSE
butt-fucker,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
pocho,3,NOUN,,,,,,,TRUE,,,FALSE
died,3,ADJ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
shitsack,2,NOUN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
brass ankle,3,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
pimper,2,NOUN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
homobangers,3,NOUN,,,,,TRUE,TRUE,FALSE,,,FALSE
prod,3,NOUN,,,,,,,,,TRUE,TRUE
can and ban,2,NOUN,,,,,,,TRUE,FALSE,FALSE,FALSE
whites,0,NOUN,,,,,,,TRUE,,,FALSE
fruities,2,NOUN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
taco niggers,4,NOUN,,,,,,,TRUE,,,FALSE
footfuck,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
fagtard,4,NOUN,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dinks,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
kumquat,2,NOUN,TRUE,,,,,,,,,FALSE
stovepipes,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
armos,1,NOUN,,,,,,,TRUE,,,FALSE
jesuschrist,0,INTJ,,TRUE,,,,,,,TRUE,FALSE
spink,4,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
beldame,2,NOUN,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
mulignans,2,NOUN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
